,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
4927,Aaron Leong,Sean O'Donnell,Alexandria DeBerry,Gary Busey,Comedy Drama Family Fantasy Romance Sci-Fi,mamaboy,Sean O'Donnell Alexandria DeBerry Gary Busey Aaron Leong Comedy Drama Family Fantasy Romance Sci-Fi
4928,Terry George,Oscar Isaac,Charlotte Le Bon,Christian Bale,History Romance Drama,the promise,Oscar Isaac Charlotte Le Bon Christian Bale Terry George History Romance Drama
4929,Benny Boom,Demetrius Shipp Jr.,Danai Gurira,Kat Graham,Drama Music,all eyez on me,Demetrius Shipp Jr. Danai Gurira Kat Graham Benny Boom Drama Music
4930,Nacho Vigalondo,Anne Hathaway,Jason Sudeikis,Tim Blake Nelson,Action Comedy Drama Fantasy Sci-Fi,colossal,Anne Hathaway Jason Sudeikis Tim Blake Nelson Nacho Vigalondo Action Comedy Drama Fantasy Sci-Fi
4931,Derrick Borte,Jonathan Rhys Meyers,Daniel Huttlestone,Dougray Scott,Drama Music,london town,Jonathan Rhys Meyers Daniel Huttlestone Dougray Scott Derrick Borte Drama Music
4932,Martin Koolhoven,Guy Pearce,Dakota Fanning,Carice van Houten,Mystery Thriller Western,brimstone,Guy Pearce Dakota Fanning Carice van Houten Martin Koolhoven Mystery Thriller Western
4933,Alex Helfrecht Jörg Tittel,Agyness Deyn,Jonathan Pryce,Fiona Shaw,Drama Sci-Fi,the white king,Agyness Deyn Jonathan Pryce Fiona Shaw Alex Helfrecht Jörg Tittel Drama Sci-Fi
4934,Laura Poitras,Julian Assange,Sarah Harrison,Jacob Appelbaum,Documentary,risk,Julian Assange Sarah Harrison Jacob Appelbaum Laura Poitras Documentary
4935,Eddie O'Keefe,Emily Browning,Luke Grimes,Ron Livingston,Romance Drama Crime,shangri-la suite,Emily Browning Luke Grimes Ron Livingston Eddie O'Keefe Romance Drama Crime
4936,Ralitza Petrova,Irena Ivanova,Ivan Nalbantov,Ventzislav Konstantinov,Drama,godless,Irena Ivanova Ivan Nalbantov Ventzislav Konstantinov Ralitza Petrova Drama
4937,Peter Chelsom,Asa Butterfield,Britt Robertson,Carla Gugino,Romance Adventure Sci-Fi Drama,the space between us,Asa Butterfield Britt Robertson Carla Gugino Peter Chelsom Romance Adventure Sci-Fi Drama
4938,Raoul Peck,Samuel L. Jackson,James Baldwin,Malcolm X,Documentary,i am not your negro,Samuel L. Jackson James Baldwin Malcolm X Raoul Peck Documentary
4939,Lasse Hallström,Dennis Quaid,Britt Robertson,Josh Gad,Comedy Drama Family Fantasy,a dog's purpose,Dennis Quaid Britt Robertson Josh Gad Lasse Hallström Comedy Drama Family Fantasy
4940,Julian Rosefeldt,Cate Blanchett,Erika Bauer,Ruby Bustamante,Drama,manifesto,Cate Blanchett Erika Bauer Ruby Bustamante Julian Rosefeldt Drama
4941,Jeff Baena,Alison Brie,Dave Franco,Aubrey Plaza,Comedy,the little hours,Alison Brie Dave Franco Aubrey Plaza Jeff Baena Comedy
4942,Richie Keen,Charlie Day,Ice Cube,Tracy Morgan,Comedy,fist fight,Charlie Day Ice Cube Tracy Morgan Richie Keen Comedy
4943,Baran bo Odar,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Action Crime Thriller,sleepless,Jamie Foxx Michelle Monaghan Dermot Mulroney Baran bo Odar Action Crime Thriller
4944,Gore Verbinski,Dane DeHaan,Jason Isaacs,Mia Goth,Mystery Thriller Horror Sci-Fi,a cure for wellness,Dane DeHaan Jason Isaacs Mia Goth Gore Verbinski Mystery Thriller Horror Sci-Fi
4945,Charlotte Sieling,Jakob Oftebro,Ane Dahl Torp,Søren Malling,Drama Comedy,the man,Jakob Oftebro Ane Dahl Torp Søren Malling Charlotte Sieling Drama Comedy
4946,D.J. Caruso,Vin Diesel,Ice Cube,Samuel L. Jackson,Action Adventure Crime,xxx: return of xander cage,Vin Diesel Ice Cube Samuel L. Jackson D.J. Caruso Action Adventure Crime
4947,Stacy Title,Douglas Smith,Lucien Laviscount,Cressida Bonas,Horror Thriller,the bye bye man,Douglas Smith Lucien Laviscount Cressida Bonas Stacy Title Horror Thriller
4948,Alice Lowe,Alice Lowe,Jo Hartley,Kate Dickie,Horror Comedy Drama Thriller Fantasy,prevenge,Alice Lowe Jo Hartley Kate Dickie Alice Lowe Horror Comedy Drama Thriller Fantasy
4949,Chris McKay,Will Arnett,Zach Galifianakis,Michael Cera,Action Animation Comedy Family Fantasy,the lego batman movie,Will Arnett Zach Galifianakis Michael Cera Chris McKay Action Animation Comedy Family Fantasy
4950,Stephan Streker,Lina El Arabi,Sébastien Houbani,Babak Karimi,Drama,a wedding,Lina El Arabi Sébastien Houbani Babak Karimi Stephan Streker Drama
4951,Stanley Tong,Jackie Chan,Disha Patani,Sonu Sood,Mystery Action Adventure Comedy,kung fu yoga,Jackie Chan Disha Patani Sonu Sood Stanley Tong Mystery Action Adventure Comedy
4952,Vishal Bhardwaj,Saif Ali Khan,Shahid Kapoor,Kangana Ranaut,War History Drama Romance,rangoon,Saif Ali Khan Shahid Kapoor Kangana Ranaut Vishal Bhardwaj War History Drama Romance
4953,G.J. Echternkamp,Manu Bennett,Malcolm McDowell,Marci Miller,Action Comedy Sci-Fi,death race 2050,Manu Bennett Malcolm McDowell Marci Miller G.J. Echternkamp Action Comedy Sci-Fi
4954,Adam Smith,Michael Fassbender,Brendan Gleeson,Lyndsey Marshal,Action Drama Crime Thriller,trespass against us,Michael Fassbender Brendan Gleeson Lyndsey Marshal Adam Smith Action Drama Crime Thriller
4955,Lisa Robinson Annie J. Howell,Betsy Brandt,Chris Beetem,Zev Haworth,Drama,claire in motion,Betsy Brandt Chris Beetem Zev Haworth Lisa Robinson Annie J. Howell Drama
4956,Emily Hagins,Alex Saxon,Alexis G. Zall,Sasha Pieterse,Family Crime,coin heist,Alex Saxon Alexis G. Zall Sasha Pieterse Emily Hagins Family Crime
4957,F. Javier Gutiérrez,Matilda Anna Ingrid Lutz,Alex Roe,Johnny Galecki,Horror,rings,Matilda Anna Ingrid Lutz Alex Roe Johnny Galecki F. Javier Gutiérrez Horror
4958,Alistair Legrand,Vinessa Shaw,Kevin Rahm,Aaron Stanford,Thriller,clinical,Vinessa Shaw Kevin Rahm Aaron Stanford Alistair Legrand Thriller
4959,Bruno Garotti,Michel Joelsas,Alessandra Negrini,Marcello Airoldi,Comedy,eu fico loko,Michel Joelsas Alessandra Negrini Marcello Airoldi Bruno Garotti Comedy
4960,Aram Rappaport,Frank Grillo,Minnie Driver,AnnaSophia Robb,Crime Thriller,the crash,Frank Grillo Minnie Driver AnnaSophia Robb Aram Rappaport Crime Thriller
4961,Tatsuya Oishi Akiyuki Shinbo,Hiroshi Kamiya,Yui Horie,Maaya Sakamoto,Animation Fantasy Mystery,kizumonogatari part 3: reiketsu,Hiroshi Kamiya Yui Horie Maaya Sakamoto Tatsuya Oishi Akiyuki Shinbo Animation Fantasy Mystery
4962,Chad Stahelski,Keanu Reeves,Common,Laurence Fishburne,Thriller Action Crime,john wick: chapter 2,Keanu Reeves Common Laurence Fishburne Chad Stahelski Thriller Action Crime
4963,Jordan Peele,Daniel Kaluuya,Allison Williams,Bradley Whitford,Mystery Thriller Horror,get out,Daniel Kaluuya Allison Williams Bradley Whitford Jordan Peele Mystery Thriller Horror
4964,James Mangold,Hugh Jackman,Patrick Stewart,Dafne Keen,Action Drama Sci-Fi,logan,Hugh Jackman Patrick Stewart Dafne Keen James Mangold Action Drama Sci-Fi
4965,Jordan Vogt-Roberts,Tom Hiddleston,Samuel L. Jackson,Brie Larson,Action Adventure Fantasy,kong: skull island,Tom Hiddleston Samuel L. Jackson Brie Larson Jordan Vogt-Roberts Action Adventure Fantasy
4966,Pete Travis,Riz Ahmed,Billie Piper,James Floyd,Crime Drama Thriller,city of tiny lights,Riz Ahmed Billie Piper James Floyd Pete Travis Crime Drama Thriller
4967,Danny Boyle,Ewan McGregor,Jonny Lee Miller,Ewen Bremner,Crime Drama,t2 trainspotting,Ewan McGregor Jonny Lee Miller Ewen Bremner Danny Boyle Crime Drama
4968,Shane Abbess,Kellan Lutz,Daniel MacPherson,Isabel Lucas,Sci-Fi,science fiction volume one: the osiris child,Kellan Lutz Daniel MacPherson Isabel Lucas Shane Abbess Sci-Fi
4969,Ry Russo-Young,Zoey Deutch,Halston Sage,Logan Miller,Mystery Drama Thriller,before i fall,Zoey Deutch Halston Sage Logan Miller Ry Russo-Young Mystery Drama Thriller
4970,Michael Showalter,Kumail Nanjiani,Zoe Kazan,Holly Hunter,Comedy Drama Romance,the big sick,Kumail Nanjiani Zoe Kazan Holly Hunter Michael Showalter Comedy Drama Romance
4971,Matt Spicer,Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,Drama Comedy,ingrid goes west,Aubrey Plaza Elizabeth Olsen O'Shea Jackson Jr. Matt Spicer Drama Comedy
4972,Macon Blair,Melanie Lynskey,Elijah Wood,David Yow,Comedy Crime Drama Thriller,i don't feel at home in this world anymore,Melanie Lynskey Elijah Wood David Yow Macon Blair Comedy Crime Drama Thriller
4973,Guy Ritchie,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Action Drama Fantasy,king arthur: legend of the sword,Charlie Hunnam Astrid Bergès-Frisbey Jude Law Guy Ritchie Action Drama Fantasy
4974,Bill Condon,Emma Watson,Dan Stevens,Luke Evans,Family Fantasy Romance,beauty and the beast,Emma Watson Dan Stevens Luke Evans Bill Condon Family Fantasy Romance
4975,Chester Tam,Stella Maeve,Andy Samberg,Josh Peck,Comedy,take the 10,Stella Maeve Andy Samberg Josh Peck Chester Tam Comedy
4976,Tom McGrath,Alec Baldwin,Miles Bakshi,Jimmy Kimmel,Animation Comedy Family,the boss baby,Alec Baldwin Miles Bakshi Jimmy Kimmel Tom McGrath Animation Comedy Family
4977,Jay Oliva,Matt Ryan,Jason O'Mara,Camilla Luddington,Action Animation Fantasy Sci-Fi Thriller,justice league dark,Matt Ryan Jason O'Mara Camilla Luddington Jay Oliva Action Animation Fantasy Sci-Fi Thriller
4978,Sotiris Tsafoulias,Pigmalion Dadakaridis,Dimitris Katalifos,Manos Vakousis,Thriller Mystery,the other me,Pigmalion Dadakaridis Dimitris Katalifos Manos Vakousis Sotiris Tsafoulias Thriller Mystery
4979,Luca Guadagnino,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Romance Drama,call me by your name,Timothée Chalamet Armie Hammer Michael Stuhlbarg Luca Guadagnino Romance Drama
4980,Adam Randall,Bill Milner,Maisie Williams,Rory Kinnear,Action Crime Sci-Fi Thriller,iboy,Bill Milner Maisie Williams Rory Kinnear Adam Randall Action Crime Sci-Fi Thriller
4981,Salvatore Ficarra Valentino Picone,Salvatore Ficarra,Valentino Picone,Vincenzo Amato,Comedy,l'ora legale,Salvatore Ficarra Valentino Picone Vincenzo Amato Salvatore Ficarra Valentino Picone Comedy
4982,Onur Tukel,Sandra Oh,Anne Heche,Alicia Silverstone,Comedy Drama,catfight,Sandra Oh Anne Heche Alicia Silverstone Onur Tukel Comedy Drama
4983,David Lowery,Casey Affleck,Rooney Mara,Will Oldham,Drama Fantasy Romance,a ghost story,Casey Affleck Rooney Mara Will Oldham David Lowery Drama Fantasy Romance
4984,Rupert Sanders,Scarlett Johansson,Michael Pitt,Pilou Asbæk,Action Sci-Fi Thriller,ghost in the shell,Scarlett Johansson Michael Pitt Pilou Asbæk Rupert Sanders Action Sci-Fi Thriller
4985,Matt Murphy,Dean O'Gorman,James Rolleston,Ashleigh Cummings,Action Comedy Crime,pork pie,Dean O'Gorman James Rolleston Ashleigh Cummings Matt Murphy Action Comedy Crime
4986,Karyn Kusama Jovanka Vuckovic Roxanne Benjamin St. Vincent,Natalie Brown,Melanie Lynskey,Breeda Wool,Horror,xx,Natalie Brown Melanie Lynskey Breeda Wool Karyn Kusama Jovanka Vuckovic Roxanne Benjamin St. Vincent Horror
4987,Shaad Ali,Aditya Roy Kapoor,Shraddha Kapoor,Leela Samson,Drama Romance,ok jaanu,Aditya Roy Kapoor Shraddha Kapoor Leela Samson Shaad Ali Drama Romance
4988,James Foley,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama Romance,fifty shades darker,Dakota Johnson Jamie Dornan Eric Johnson James Foley Drama Romance
4989,Craig Johnson,Woody Harrelson,Sandy Oian-Thomas,Shaun Brown,Drama Comedy,wilson,Woody Harrelson Sandy Oian-Thomas Shaun Brown Craig Johnson Drama Comedy
4990,Fyodor Bondarchuk,Rinal Mukhametov,Sergey Garmash,Oleg Menshikov,Drama Romance Sci-Fi,attraction,Rinal Mukhametov Sergey Garmash Oleg Menshikov Fyodor Bondarchuk Drama Romance Sci-Fi
4991,Pascal Bourdiaux,Jean Reno,Reem Kherici,Camille Chamoux,Comedy,family heist,Jean Reno Reem Kherici Camille Chamoux Pascal Bourdiaux Comedy
4992,Caradog W. James,Katee Sackhoff,Lucy Boynton,Javier Botet,Horror,don't knock twice,Katee Sackhoff Lucy Boynton Javier Botet Caradog W. James Horror
4993,Ido Fluk,Dan Stevens,Malin Åkerman,Kerry Bishé,Drama,the ticket,Dan Stevens Malin Åkerman Kerry Bishé Ido Fluk Drama
4994,Ed Gass-Donnelly,Abbie Cornish,Dermot Mulroney,Diego Klattenhoff,Drama Thriller,lavender,Abbie Cornish Dermot Mulroney Diego Klattenhoff Ed Gass-Donnelly Drama Thriller
4995,Christopher Smith,Tye Sheridan,Bel Powley,Emory Cohen,Thriller,detour,Tye Sheridan Bel Powley Emory Cohen Christopher Smith Thriller
4996,Bill Purple,Jason Sudeikis,Maisie Williams,Jessica Biel,Drama,the book of love,Jason Sudeikis Maisie Williams Jessica Biel Bill Purple Drama
4997,Aki Kaurismäki,Sakari Kuosmanen,Sherwan Haji,Simon Al-Bazoon,Comedy Drama,the other side of hope,Sakari Kuosmanen Sherwan Haji Simon Al-Bazoon Aki Kaurismäki Comedy Drama
4998,Alex Grossman,Troy Doherty,Flavia Watson,Raychel Diane Weiner,Comedy,hickey,Troy Doherty Flavia Watson Raychel Diane Weiner Alex Grossman Comedy
4999,Arnaud des Pallières,Adèle Exarchopoulos,Adèle Haenel,Solène Rigot,Drama,orphan,Adèle Exarchopoulos Adèle Haenel Solène Rigot Arnaud des Pallières Drama
5000,Martín Hodara,Ricardo Darín,Leonardo Sbaraglia,Laia Costa,Mystery Drama Crime Thriller,black snow,Ricardo Darín Leonardo Sbaraglia Laia Costa Martín Hodara Mystery Drama Crime Thriller
5001,Akiva Schaffer Scott Aukerman,Michael Bolton,Adam Scott,Sarah Shahi,Comedy Music,"michael bolton's big, sexy valentine's day special",Michael Bolton Adam Scott Sarah Shahi Akiva Schaffer Scott Aukerman Comedy Music
5002,Evan Oppenheimer,Brett Dalton,Emily Atack,Stana Katic,Adventure Drama Romance,lost in florence,Brett Dalton Emily Atack Stana Katic Evan Oppenheimer Adventure Drama Romance
5003,Ben Browder,Gina Gershon,Sean Astin,Sammi Hanratty,Mystery Comedy Thriller Sci-Fi Fantasy,bad kids of crestview academy,Gina Gershon Sean Astin Sammi Hanratty Ben Browder Mystery Comedy Thriller Sci-Fi Fantasy
5004,Sydney Sibilia,Edoardo Leo,Valerio Aprea,Stefano Fresi,Action Comedy Crime,smetto quando voglio: masterclass,Edoardo Leo Valerio Aprea Stefano Fresi Sydney Sibilia Action Comedy Crime
5005,Oliver Schmitz,Andrea Riseborough,Steve Coogan,Deon Lotz,Drama,shepherds and butchers,Andrea Riseborough Steve Coogan Deon Lotz Oliver Schmitz Drama
5006,James Franco,James Franco,Nat Wolff,Selena Gomez,Drama,in dubious battle,James Franco Nat Wolff Selena Gomez James Franco Drama
5007,Cate Shortland,Teresa Palmer,Max Riemelt,Matthias Habich,Mystery Thriller Drama Horror,berlin syndrome,Teresa Palmer Max Riemelt Matthias Habich Cate Shortland Mystery Thriller Drama Horror
5008,Jenny Gage,Dusty Rose Ryan,Lena M.,Ginger Leigh Ryan,Documentary,all this panic,Dusty Rose Ryan Lena M. Ginger Leigh Ryan Jenny Gage Documentary
5009,Joel David Moore,Frank Langella,Billy Crudup,Christina Applegate,Comedy Drama,youth in oregon,Frank Langella Billy Crudup Christina Applegate Joel David Moore Comedy Drama
5010,Terrence Malick,Michael Fassbender,Ryan Gosling,Rooney Mara,Drama Music Romance,song to song,Michael Fassbender Ryan Gosling Rooney Mara Terrence Malick Drama Music Romance
5011,Marti Noxon,Lily Collins,Carrie Preston,Lili Taylor,Drama,to the bone,Lily Collins Carrie Preston Lili Taylor Marti Noxon Drama
5012,Michael Stephenson,Bob Odenkirk,Amber Tamblyn,Natasha Lyonne,Comedy Drama,girlfriend's day,Bob Odenkirk Amber Tamblyn Natasha Lyonne Michael Stephenson Comedy Drama
5013,Liu Jian,Yang Siming,Cao Kou,Ma Xiaofeng,Animation Crime,have a nice day,Yang Siming Cao Kou Ma Xiaofeng Liu Jian Animation Crime
5014,Anne Hamilton,Peyton Kennedy,Richard Schiff,Kip Pardue,Drama Thriller,american fable,Peyton Kennedy Richard Schiff Kip Pardue Anne Hamilton Drama Thriller
5015,Marc Rothemund,Kostja Ullmann,Anna Maria Mühe,Jacob Matschenz,Comedy,my blind date with life,Kostja Ullmann Anna Maria Mühe Jacob Matschenz Marc Rothemund Comedy
5016,Mirjana Karanović,Mirjana Karanović,Boris Isaković,Marko Nikolić,Drama,a good wife,Mirjana Karanović Boris Isaković Marko Nikolić Mirjana Karanović Drama
5017,Agnieszka Holland,Agnieszka Mandat-Grabka,Wiktor Zborowski,Jakub Gierszał,Crime Drama Mystery Thriller,spoor,Agnieszka Mandat-Grabka Wiktor Zborowski Jakub Gierszał Agnieszka Holland Crime Drama Mystery Thriller
5018,Francis Lee,Josh O'Connor,Alec Secareanu,Ian Hart,Romance Drama,god's own country,Josh O'Connor Alec Secareanu Ian Hart Francis Lee Romance Drama
5019,Sebastián Lelio,Daniela Vega,Francisco Reyes,Luis Gnecco,Drama,a fantastic woman,Daniela Vega Francisco Reyes Luis Gnecco Sebastián Lelio Drama
5020,Teresa Villaverde,João Pedro Vaz,Alice Albergaria Borges,Beatriz Batarda,Drama,colo,João Pedro Vaz Alice Albergaria Borges Beatriz Batarda Teresa Villaverde Drama
5021,Călin Peter Netzer,Mircea Postelnicu,Diana Cavallioti,Carmen Tănase,Drama,"ana, my love",Mircea Postelnicu Diana Cavallioti Carmen Tănase Călin Peter Netzer Drama
5022,Rezo Gigineishvili,Irakli Kvirikadze,Tinatin Dalakishvili,Merab Ninidze,Drama,hostages,Irakli Kvirikadze Tinatin Dalakishvili Merab Ninidze Rezo Gigineishvili Drama
5023,So Yong Kim,Jena Malone,Riley Keough,Jessie Ok Gray,Drama Romance,lovesong,Jena Malone Riley Keough Jessie Ok Gray So Yong Kim Drama Romance
5024,Vladimir Besedin,Aleksandr Gorbatov,Ivan Fominov,Anton Kuznetsov,Action Adventure Sci-Fi Drama,major grom,Aleksandr Gorbatov Ivan Fominov Anton Kuznetsov Vladimir Besedin Action Adventure Sci-Fi Drama
5025,Peter W. Kunhardt Brian Oakes,Warren Buffett,Susan Buffett,Bill Gates,Documentary,becoming warren buffett,Warren Buffett Susan Buffett Bill Gates Peter W. Kunhardt Brian Oakes Documentary
5026,Catalina Aguilar Mastretta,Karla Souza,José María Yazpik,Ben O'Toole,Romance Comedy,everybody loves somebody,Karla Souza José María Yazpik Ben O'Toole Catalina Aguilar Mastretta Romance Comedy
5027,Dany Boon,Alice Pol,Dany Boon,Michel Blanc,Action Comedy,r.a.i.d. special unit,Alice Pol Dany Boon Michel Blanc Dany Boon Action Comedy
5028,Leslie Libman,Natasha Bassett,Jenna Berman,Matthew Harrison,Drama TV Movie,britney ever after,Natasha Bassett Jenna Berman Matthew Harrison Leslie Libman Drama TV Movie
5029,Kerstin Karlhuber,Tom Wopat,Michael Grant,Gregory Harrison,Family Drama,fair haven,Tom Wopat Michael Grant Gregory Harrison Kerstin Karlhuber Family Drama
5030,Destin Cretton,Brie Larson,Woody Harrelson,Naomi Watts,Drama,the glass castle,Brie Larson Woody Harrelson Naomi Watts Destin Cretton Drama
5031,Thomas Torrey,Thomas Torrey,Katherine Drew,J.R. Adduci,Drama Thriller,fare,Thomas Torrey Katherine Drew J.R. Adduci Thomas Torrey Drama Thriller
5032,Dome Karukoski,Pekka Strang,Lauri Tilkanen,Jakob Oftebro,Drama,tom of finland,Pekka Strang Lauri Tilkanen Jakob Oftebro Dome Karukoski Drama
5033,Kris Avedisian,Louisa Krause,Allie Marshall,Ariana DeFusco,Drama Comedy,donald cried,Louisa Krause Allie Marshall Ariana DeFusco Kris Avedisian Drama Comedy
5034,Mike Dudko,Rachel Barrer,Gleb Kaminer,Shaun Rey,Horror Comedy,zombie pizza,Rachel Barrer Gleb Kaminer Shaun Rey Mike Dudko Horror Comedy
5035,Lone Scherfig,Gemma Arterton,Sam Claflin,Bill Nighy,Romance War Comedy Drama,their finest,Gemma Arterton Sam Claflin Bill Nighy Lone Scherfig Romance War Comedy Drama
5036,Joseph Ruben,Michiel Huisman,Hera Hilmar,Josh Hartnett,Romance Drama War,the ottoman lieutenant,Michiel Huisman Hera Hilmar Josh Hartnett Joseph Ruben Romance Drama War
5037,William Oldroyd,Florence Pugh,Cosmo Jarvis,Paul Hilton,Drama,lady macbeth,Florence Pugh Cosmo Jarvis Paul Hilton William Oldroyd Drama
5038,Ritesh Batra,Jim Broadbent,Charlotte Rampling,Harriet Walter,Mystery Drama,the sense of an ending,Jim Broadbent Charlotte Rampling Harriet Walter Ritesh Batra Mystery Drama
5039,Susan Johnson,Bel Powley,Nathan Lane,Gabriel Byrne,Drama Comedy,carrie pilby,Bel Powley Nathan Lane Gabriel Byrne Susan Johnson Drama Comedy
5040,James Franco Pamela Romanowsky,James Franco,Tim Blake Nelson,Lori Singer,Thriller,the institute,James Franco Tim Blake Nelson Lori Singer James Franco Pamela Romanowsky Thriller
5041,Filippo Capuzzi Lapietra,Felipe Castanhari,Rafinha Bastos,PC Siqueira,Comedy,internet - o filme,Felipe Castanhari Rafinha Bastos PC Siqueira Filippo Capuzzi Lapietra Comedy
5042,Mehdi Idir Grand Corps Malade,Pablo Pauly,Soufiane Guerrab,Moussa Mansaly,Drama Comedy,patients,Pablo Pauly Soufiane Guerrab Moussa Mansaly Mehdi Idir Grand Corps Malade Drama Comedy
5043,Stuart Hazeldine,Sam Worthington,Octavia Spencer,Tim McGraw,Drama Fantasy,the shack,Sam Worthington Octavia Spencer Tim McGraw Stuart Hazeldine Drama Fantasy
5044,Svyatoslav Podgayevskiy,Victoria Agalakova,Vyacheslav Chepurchenko,Alexandra Rebenok,Mystery Horror Thriller,the bride,Victoria Agalakova Vyacheslav Chepurchenko Alexandra Rebenok Svyatoslav Podgayevskiy Mystery Horror Thriller
5045,Daniel Espinosa,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Horror Sci-Fi Thriller,life,Jake Gyllenhaal Rebecca Ferguson Ryan Reynolds Daniel Espinosa Horror Sci-Fi Thriller
5046,Sanjay Gupta,Hrithik Roshan,Yami Gautam,Ronit Roy,Action Crime Romance,kaabil,Hrithik Roshan Yami Gautam Ronit Roy Sanjay Gupta Action Crime Romance
5047,Bryan Brewer,Cree Kelly,Allie Rivera,Thatcher Robinson,Horror,the raking,Cree Kelly Allie Rivera Thatcher Robinson Bryan Brewer Horror
5048,J.D. Dillard,Jacob Latimore,Seychelle Gabriel,Sasheer Zamata,Drama Thriller Action Sci-Fi,sleight,Jacob Latimore Seychelle Gabriel Sasheer Zamata J.D. Dillard Drama Thriller Action Sci-Fi
5049,Sarah Adina Smith,Rami Malek,DJ Qualls,Kate Lyn Sheil,Mystery Drama,buster's mal heart,Rami Malek DJ Qualls Kate Lyn Sheil Sarah Adina Smith Mystery Drama
5050,Han Jae-rim,Jo In-sung,Jung Woo-sung,Bae Seong-woo,Drama Crime,the king,Jo In-sung Jung Woo-sung Bae Seong-woo Han Jae-rim Drama Crime
5051,David Ryan Keith,Michael Koltes,Paul Flannery,Lisa Livingstone,Horror,ghosts of darkness,Michael Koltes Paul Flannery Lisa Livingstone David Ryan Keith Horror
5052,Dean Israelite,Dacre Montgomery,Naomi Scott,RJ Cyler,Action Adventure Sci-Fi,power rangers,Dacre Montgomery Naomi Scott RJ Cyler Dean Israelite Action Adventure Sci-Fi
5053,Ridley Scott,Michael Fassbender,Katherine Waterston,Billy Crudup,Horror Sci-Fi Thriller,alien: covenant,Michael Fassbender Katherine Waterston Billy Crudup Ridley Scott Horror Sci-Fi Thriller
5054,Massimiliano Bruno,Marco Giallini,Alessandro Gassman,Teresa Romagnoli,Comedy,beata ignoranza,Marco Giallini Alessandro Gassman Teresa Romagnoli Massimiliano Bruno Comedy
5055,Ben Wheatley,Sharlto Copley,Armie Hammer,Brie Larson,Action Comedy Crime Thriller,free fire,Sharlto Copley Armie Hammer Brie Larson Ben Wheatley Action Comedy Crime Thriller
5056,Kitty Green,Hannah Cagwin,Aeona Cruz,Liv Bagley,Documentary,casting jonbenet,Hannah Cagwin Aeona Cruz Liv Bagley Kitty Green Documentary
5057,Etienne Comar,Reda Kateb,Cécile de France,Àlex Brendemühl,Drama,django,Reda Kateb Cécile de France Àlex Brendemühl Etienne Comar Drama
5058,Samuli Valkama,Noah Kin,Heikki Nousiainen,Mikko Nousiainen,Comedy Drama,unexpected journey,Noah Kin Heikki Nousiainen Mikko Nousiainen Samuli Valkama Comedy Drama
5059,Oren Moverman,Richard Gere,Laura Linney,Steve Coogan,Drama Thriller,the dinner,Richard Gere Laura Linney Steve Coogan Oren Moverman Drama Thriller
5060,Josef Hader,Josef Hader,Georg Friedrich,Crina Semciuc,Comedy Crime Drama,wild mouse,Josef Hader Georg Friedrich Crina Semciuc Josef Hader Comedy Crime Drama
5061,Brian Vernick,Cheryl M. Bailey,Louis Ballezzi,Shawn Bittenbender,Crime Drama,the avenue,Cheryl M. Bailey Louis Ballezzi Shawn Bittenbender Brian Vernick Crime Drama
5062,Steven C. Miller,Nicolas Cage,Christopher Rob Bowen,Adrian Grenier,Action Crime Thriller,arsenal,Nicolas Cage Christopher Rob Bowen Adrian Grenier Steven C. Miller Action Crime Thriller
5063,Adolfo Martínez Pérez,Ariadna Gil,Roberto Álamo,Antonio Garrido,War,rescue under fire,Ariadna Gil Roberto Álamo Antonio Garrido Adolfo Martínez Pérez War
5064,Vanessa Parise,Haley Pullos,Judd Nelson,Sasha Clements,Drama,from straight a's to xxx,Haley Pullos Judd Nelson Sasha Clements Vanessa Parise Drama
5065,Fernando González Molina,Marta Etura ,Elvira Mínguez,Francesc Orella,Thriller,the invisible guardian,Marta Etura  Elvira Mínguez Francesc Orella Fernando González Molina Thriller
5066,Aaron Katz,Lola Kirke,Zoë Kravitz,John Cho,Thriller,gemini,Lola Kirke Zoë Kravitz John Cho Aaron Katz Thriller
5067,Fiona Gordon Dominique Abel,Fiona Gordon,Dominique Abel,Emmanuelle Riva,Comedy,lost in paris,Fiona Gordon Dominique Abel Emmanuelle Riva Fiona Gordon Dominique Abel Comedy
5068,Francis Whately,Tony Visconti,Gail Ann Dorsey,Tony Basil,Music Documentary,david bowie: the last five years,Tony Visconti Gail Ann Dorsey Tony Basil Francis Whately Music Documentary
5069,Amanda Kernell,Lene Cecilia Sparrok,Mia Sparrok,Maj-Doris Rimpi,Drama,sami blood,Lene Cecilia Sparrok Mia Sparrok Maj-Doris Rimpi Amanda Kernell Drama
5070,Andrew Getty,Fred Koehler,Sean Patrick Flanery,Brianna Brown,Horror,the evil within,Fred Koehler Sean Patrick Flanery Brianna Brown Andrew Getty Horror
5071,Mark Pellington,Shirley MacLaine,Amanda Seyfried,Anne Heche,Comedy Drama,the last word,Shirley MacLaine Amanda Seyfried Anne Heche Mark Pellington Comedy Drama
